13,15,harsh Kumar -- 458441 -  -  -  Electronics,Apple iPhone XR (64GB) - Black,Electronics,mobile,42999.0,"6.1-inch (15.5 cm diagonal) Liquid Retina HD LCD display
Water and dust resistant (1 meter for up to 30 minutes, IP67)
Single 12MP Wide camera with Portrait mode, Portrait Lighting, Depth Control, Smart HDR, and 4K video up to 60fps
7MP TrueDepth front camera system with Portrait mode, Portrait Lighting, Depth Control, and 1080p video
Face ID for secure authentication
A12 Bionic with second-generation Neural Engine
Fast-charge capable
Wireless charging
As part of our efforts to reach our environmental goals, iPhone no longer includes a power adapter or EarPods. Please use your existing Apple power adapter and headphones or buy these accessories separately
iOS 14 with redesigned widgets on the Home screen, all-new App Library, App Clips, and more"
13,23,harsh Kumar -- 458441 -  -  -  Electronics,Sony WH-1000XM4 Wireless Bluetooth Over The Ear He,Electronics,HeadPhone,24981.0,"Digital noise cancelling: Industry leading Active Noise Cancellation (ANC) lends a personalized, virtually soundproof experience at any situation
Voice assistant: Alexa, Google Assistant & Siri enabled (In-built) for voice access to music, information and more. Activate with a simple touch
Speak-to-chat: Headphones use an array of smart technologies to create a seamless, hands-free listening experience. For eg, simply start speaking to automatically pause your music in Speak-to-Chat
Wearing Detection: Proximity sensor and two acceleration sensors in your headphones can detect whether you're wearing them or not, then adapt playback accordingly to help save battery power
Quick attention mode: Cover the right ear cup with your palm to turn down music for instant, easy conversation
Smart listening: WH-1000XM4 adjusts the ambient sound to your activity to give you the best noise cancellation
Long battery life/Quick Charge: A single charge provides up to 30 hrs of playtime for reliable all day listening and Quick charge for 10min charge for 5 hours play back"
13,2,harsh Kumar -- 458441 -  -  -  Electronics,mi band 3,Electronics,smart band,2000.0,"super cool band with step tracking,heart beat measurement , phone notification"
13,17,Vishal Yadav -- 458441 -  -  -  Clothing,Katso Men's Cotton Hooded Hoodie,Clothing,Hoodie,306.0,"Comfort : Best Fashionably Comfortable Hundred Percent Cotton T-Shirt that you have wore till now.
Quality :All garments are subjected to the following tests Fabric dimensional stability test and print quality inspection for colours and wash fastness.
Seller: Buy Original Tshirt by seller name Katso Designs"
13,19,Vishal Yadav -- 458441 -  -  -  Clothing,Symbol Men's Regular Casual Trousers,Clothing,Trouser,549.0,"Care Instructions: Machine Wash
Fit Type: Regular
Flat front
Basic 5 Pocket Trouser
Scoop Pocket
Zip fly with button closure
Front scoop pocket and back welt pocket
Softener wash for better hand feel
Machine wash warm, wash dark colors separately, do not bleach, tumble dry low, warm iron
To know size refer size chart
Material - 100% Cotton"
13,15,harsh Kumar -- 458441 -  -  -  Electronics,Apple iPhone XR (64GB) - Black,Electronics,mobile,42999.0,"6.1-inch (15.5 cm diagonal) Liquid Retina HD LCD display
Water and dust resistant (1 meter for up to 30 minutes, IP67)
Single 12MP Wide camera with Portrait mode, Portrait Lighting, Depth Control, Smart HDR, and 4K video up to 60fps
7MP TrueDepth front camera system with Portrait mode, Portrait Lighting, Depth Control, and 1080p video
Face ID for secure authentication
A12 Bionic with second-generation Neural Engine
Fast-charge capable
Wireless charging
As part of our efforts to reach our environmental goals, iPhone no longer includes a power adapter or EarPods. Please use your existing Apple power adapter and headphones or buy these accessories separately
iOS 14 with redesigned widgets on the Home screen, all-new App Library, App Clips, and more"
13,23,harsh Kumar -- 458441 -  -  -  Electronics,Sony WH-1000XM4 Wireless Bluetooth Over The Ear He,Electronics,HeadPhone,24981.0,"Digital noise cancelling: Industry leading Active Noise Cancellation (ANC) lends a personalized, virtually soundproof experience at any situation
Voice assistant: Alexa, Google Assistant & Siri enabled (In-built) for voice access to music, information and more. Activate with a simple touch
Speak-to-chat: Headphones use an array of smart technologies to create a seamless, hands-free listening experience. For eg, simply start speaking to automatically pause your music in Speak-to-Chat
Wearing Detection: Proximity sensor and two acceleration sensors in your headphones can detect whether you're wearing them or not, then adapt playback accordingly to help save battery power
Quick attention mode: Cover the right ear cup with your palm to turn down music for instant, easy conversation
Smart listening: WH-1000XM4 adjusts the ambient sound to your activity to give you the best noise cancellation
Long battery life/Quick Charge: A single charge provides up to 30 hrs of playtime for reliable all day listening and Quick charge for 10min charge for 5 hours play back"
13,2,harsh Kumar -- 458441 -  -  -  Electronics,mi band 3,Electronics,smart band,2000.0,"super cool band with step tracking,heart beat measurement , phone notification"
13,17,Vishal Yadav -- 458441 -  -  -  Clothing,Katso Men's Cotton Hooded Hoodie,Clothing,Hoodie,306.0,"Comfort : Best Fashionably Comfortable Hundred Percent Cotton T-Shirt that you have wore till now.
Quality :All garments are subjected to the following tests Fabric dimensional stability test and print quality inspection for colours and wash fastness.
Seller: Buy Original Tshirt by seller name Katso Designs"
13,19,Vishal Yadav -- 458441 -  -  -  Clothing,Symbol Men's Regular Casual Trousers,Clothing,Trouser,549.0,"Care Instructions: Machine Wash
Fit Type: Regular
Flat front
Basic 5 Pocket Trouser
Scoop Pocket
Zip fly with button closure
Front scoop pocket and back welt pocket
Softener wash for better hand feel
Machine wash warm, wash dark colors separately, do not bleach, tumble dry low, warm iron
To know size refer size chart
Material - 100% Cotton"
